Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7
13742,Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
10794,The Daring Game for Girls,Wii,,Adventure,Unknown,0.09,0.0,0.0,0.01,0.1
3877,Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
13987,NHL Legacy,PS3,2015.0,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04
11393,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11911,James Cameron's Dark Angel,XB,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07
6900,X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.05,0.0,0.02,0.24
13321,Frogger: Ancient Shadow,GC,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
2711,FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76
6372,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27
8256,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
2952,Minecraft: Story Mode,PS3,2015.0,Adventure,Mojang,0.25,0.33,0.0,0.11,0.69
14183,Junior Island Adventure,DS,2011.0,Puzzle,Unknown,0.03,0.0,0.0,0.0,0.03
5841,Lumines ll,PSP,2006.0,Puzzle,Disney Interactive Studios,0.12,0.12,0.0,0.07,0.3
1179,Hannah Montana: Music Jam,DS,2007.0,Action,Disney Interactive Studios,1.06,0.37,0.0,0.15,1.58
15856,Dragon Booster,DS,2005.0,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
12935,Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
4034,Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.15,0.07,0.03,0.49
2700,SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
13219,World Series of Poker,GC,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05
2865,Virtua Fighter 4: Evolution,PS2,2003.0,Fighting,Sega,0.35,0.27,0.0,0.09,0.71
16240,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
3611,Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
9613,Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
15542,The Talos Principle,PS4,2015.0,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02
11889,Elements of Destruction,DS,2007.0,Strategy,THQ,0.07,0.0,0.0,0.01,0.07
14121,Asterix & Obelix: Kick Buttix,PS2,2004.0,Action,Atari,0.02,0.01,0.0,0.0,0.03
3056,The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,0.23,0.03,0.06,0.66
7178,Petz Rescue: Endangered Paradise,DS,2008.0,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1
15536,Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02
1028,Overwatch,PS4,2016.0,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
6629,Ice Age 2: The Meltdown,GBA,2006.0,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25
16438,Getsuei Gakuen: kou,PSV,2013.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
15179,Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
4501,007: Quantum of Solace,PS2,2008.0,Action,Activision,0.17,0.0,0.0,0.26,0.43
1984,Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05
12441,Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15
3439,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58
3759,Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
2770,Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
1621,Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
5719,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
13481,Backyard Baseball '09,Wii,2008.0,Sports,Atari,0.04,0.0,0.0,0.0,0.04
3469,International Superstar Soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58
5428,Persona 5,PS4,2016.0,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34
1983,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.38,0.01,0.11,1.05
6931,TrackMania: Build to Race,Wii,2010.0,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24
1405,Titanfall,X360,2014.0,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
13568,Pro Evolution Soccer 2016,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
2729,Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76
5959,Imagine: Makeup Artist,DS,2020.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29
10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
640,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42
9029,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14
3083,New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66
11108,Bakugan: Rise of the Resistance,DS,2011.0,Strategy,Activision,0.06,0.02,0.0,0.01,0.09
12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
6063,The Urbz: Sims In the City (US weekly sales),DS,2004.0,Simulation,Electronic Arts,0.27,0.0,0.0,0.02,0.29
845,Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
13504,Just Sing! Vol. 2,DS,2011.0,Misc,PQube,0.0,0.04,0.0,0.01,0.04
4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
11524,Puzzler Mind Gym 3D,3DS,2011.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.0,0.08
1366,Inazuma Eleven 2,DS,2009.0,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42
4135,Tomb Raider: Underworld,Wii,2008.0,Action,Eidos Interactive,0.14,0.28,0.0,0.06,0.48
3828,GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
